pLeave,pArrive,pAttack,alpha,mu0,K,maxI,maxT,maxD,maxH,hmin,hslope,repair,h_max_c,h_base_c,h_max_a,h_base_a,max_damage,file,predDeaths,damageDeaths,bkgrndDeaths
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.18367,0.9772,1,1,0.9776,32.29,stressL0.665000A0.035000K0.001000r9.183673rep0.txt,3.5849700000000003e-05,5.64992e-6,1.44893e-4
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.38776,0.98,1,1,0.98,32.08,stressL0.665000A0.035000K0.001000r9.387755rep0.txt,3.09723e-5,1.03768e-6,1.44887e-4
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.99,1,1,0.99,18.87,stressL0.665000A0.035000K0.001000r9.591837rep0.txt,1.56592e-5,4.89752e-7,1.44881e-4
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,0.9996,1,1,1,0.43,stressL0.665000A0.035000K0.001000r9.795918rep0.txt,2.58644e-7,3.02449e-7,1.44893e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3408,0.34,0.3,3.66,stressL0.686000A0.014000K0.001000r0.000000rep0.txt,4.43354e-4,5.82126e-7,1.44991e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.4,0.4099,0.58,0.3992,7.77,stressL0.686000A0.014000K0.001000r0.204082rep0.txt,3.81585e-4,2.07761e-6,1.44599e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.44,0.4493,0.67,0.44,10.76,stressL0.686000A0.014000K0.001000r0.408163rep0.txt,3.56355e-4,2.81195e-6,1.44611e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.47,0.478,0.73,0.47,12.52,stressL0.686000A0.014000K0.001000r0.612245rep0.txt,3.37206e-4,3.36605e-6,1.44629e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.5,0.5057,0.79,0.5,14.86,stressL0.686000A0.014000K0.001000r0.816327rep0.txt,3.18006e-4,4.20404e-6,1.44643e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.52,0.529,0.82,0.52,16.3,stressL0.686000A0.014000K0.001000r1.020408rep0.txt,3.05102e-4,4.36746e-6,1.44662e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.5472,0.5489,0.8597,0.5458,17.3,stressL0.686000A0.014000K0.001000r1.224490rep0.txt,2.8826e-4,6.95405e-6,1.44733e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.564,0.5688,0.8796,0.5676,18.31,stressL0.686000A0.014000K0.001000r1.428571rep0.txt,2.75544e-4,7.43319e-6,1.44738e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.58,0.5871,0.91,0.58,19.54,stressL0.686000A0.014000K0.001000r1.632653rep0.txt,2.66145e-4,5.80934e-6,1.44712e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6,0.605,0.93,0.6,20.76,stressL0.686000A0.014000K0.001000r1.836735rep0.txt,2.53374e-4,6.10285e-6,1.44726e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.686000A0.014000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.62,0.6206,0.96,0.62,21.43,stressL0.686000A0.014000K0.001000r2.040816rep0.txt,2.40623e-4,7.25268e-6,1.44743e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.63,0.6357,0.98,0.63,22.59,stressL0.686000A0.014000K0.001000r2.244898rep0.txt,2.32949e-4,7.0847e-6,1.4473e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,0.6509,0.99,0.65,23.02,stressL0.686000A0.014000K0.001000r2.448980rep0.txt,2.20641e-4,7.18325e-6,1.44753e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.66,0.6641,1,0.66,23.67,stressL0.686000A0.014000K0.001000r2.653061rep0.txt,2.13789e-4,7.0908e-6,1.4475e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.6776,0.679,1,0.6784,24.31,stressL0.686000A0.014000K0.001000r2.857143rep0.txt,2.03048e-4,9.03253e-6,1.44807e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,0.6919,1,0.69,24.94,stressL0.686000A0.014000K0.001000r3.061224rep0.txt,1.95434e-4,6.50719e-6,1.44799e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7,0.7048,1,0.7,25.71,stressL0.686000A0.014000K0.001000r3.265306rep0.txt,1.88993e-4,6.25271e-6,1.44775e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.71,0.7163,1,0.71,26.45,stressL0.686000A0.014000K0.001000r3.469388rep0.txt,1.82478e-4,6.0593e-6,1.44796e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.7244,0.7284,1,0.7293,27.21,stressL0.686000A0.014000K0.001000r3.673469rep0.txt,1.71414e-4,7.59263e-6,1.44827e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,0.7403,1,0.74,27,stressL0.686000A0.014000K0.001000r3.877551rep0.txt,1.64106e-4,5.57597e-6,1.44783e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.75,0.7514,1,0.75,27.89,stressL0.686000A0.014000K0.001000r4.081633rep0.txt,1.57886e-4,5.28448e-6,1.44806e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.76,0.7637,1,0.76,28.77,stressL0.686000A0.014000K0.001000r4.285714rep0.txt,1.51672e-4,5.01588e-6,1.44789e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.4898,0.77,0.7741,1,0.77,29.73,stressL0.686000A0.014000K0.001000r4.489796rep0.txt,1.45532e-4,4.73451e-6,1.44806e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.69388,0.78,0.7839,1,0.78,29.61,stressL0.686000A0.014000K0.001000r4.693878rep0.txt,1.39459e-4,4.41179e-6,1.44812e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.89796,0.79,0.7956,1,0.79,30.55,stressL0.686000A0.014000K0.001000r4.897959rep0.txt,1.33227e-4,4.13152e-6,0.00014480800000000001
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.10204,0.8,0.8055,1,0.8,30.56,stressL0.686000A0.014000K0.001000r5.102041rep0.txt,1.27139e-4,3.8275e-6,1.44819e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.30612,0.81,0.8139,1,0.81,30.64,stressL0.686000A0.014000K0.001000r5.306122rep0.txt,1.2093e-4,3.56915e-6,1.44824e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.5102,0.82,0.8248,1,0.82,31.63,stressL0.686000A0.014000K0.001000r5.510204rep0.txt,1.14615e-4,3.359e-6,1.44838e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.71429,0.83,0.8338,1,0.83,32.7,stressL0.686000A0.014000K0.001000r5.714286rep0.txt,1.08302e-4,3.15244e-6,1.44824e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.91837,0.84,0.8441,1,0.84,32.73,stressL0.686000A0.014000K0.001000r5.918367rep0.txt,1.01872e-4,2.99265e-6,1.44823e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.12245,0.85,0.8552,1,0.85,33.73,stressL0.686000A0.014000K0.001000r6.122449rep0.txt,9.5493e-5,2.85844e-6,1.44839e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.32653,0.86,0.8635,1,0.86,33.88,stressL0.686000A0.014000K0.001000r6.326531rep0.txt,8.9219e-5,2.6759e-6,1.44847e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.53061,0.87,0.8712,1,0.87,32.91,stressL0.686000A0.014000K0.001000r6.530612rep0.txt,8.29017e-5,2.50892e-6,1.44845e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.73469,0.88,0.8803,1,0.88,32.99,stressL0.686000A0.014000K0.001000r6.734694rep0.txt,7.66662e-5,2.3295e-6,1.44868e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.93878,0.889,0.8898,1,0.8895,33.88,stressL0.686000A0.014000K0.001000r6.938776rep0.txt,7.10231e-5,3.80669e-6,1.44854e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.14286,0.8955,0.8973,1,0.898,34.37,stressL0.686000A0.014000K0.001000r7.142857rep0.txt,6.55311e-5,5.94673e-6,1.44878e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.34694,0.9,0.9068,1,0.9,34.47,stressL0.686000A0.014000K0.001000r7.346939rep0.txt,6.3448e-5,1.91006e-6,1.44858e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.55102,0.91,0.9141,1,0.91,35.66,stressL0.686000A0.014000K0.001000r7.551020rep0.txt,5.71257e-5,1.76878e-6,1.44854e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.7551,0.92,0.9229,1,0.92,35.82,stressL0.686000A0.014000K0.001000r7.755102rep0.txt,5.08191e-5,1.63032e-6,1.44867e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.95918,0.93,0.9316,1,0.93,36.97,stressL0.686000A0.014000K0.001000r7.959184rep0.txt,4.46485e-5,1.45177e-6,1.44885e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.16327,0.9376,0.9402,1,0.938,37.18,stressL0.686000A0.014000K0.001000r8.163265rep0.txt,3.9019e-5,3.38828e-6,1.44894e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.36735,0.94,0.952,1,0.94,37.4,stressL0.686000A0.014000K0.001000r8.367347rep0.txt,3.78865e-5,1.16615e-6,1.44872e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.57143,0.95,0.9634,1,0.95,37.63,stressL0.686000A0.014000K0.001000r8.571429rep0.txt,3.1687e-5,9.92939e-7,1.44877e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.77551,0.96,0.9783,1,0.96,36.83,stressL0.686000A0.014000K0.001000r8.775510rep0.txt,2.53994e-5,8.37196e-7,1.44879e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.97959,0.97,1,1,0.97,36,stressL0.686000A0.014000K0.001000r8.979592rep0.txt,1.91129e-5,6.78003e-7,1.44899e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.18367,0.978,1,1,0.9784,36.32,stressL0.686000A0.014000K0.001000r9.183673rep0.txt,1.4291e-5,4.89711e-6,1.44908e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.38776,0.98,1,1,0.98,34.74,stressL0.686000A0.014000K0.001000r9.387755rep0.txt,1.25285e-5,3.62696e-7,1.44887e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.99,1,1,0.99,18.52,stressL0.686000A0.014000K0.001000r9.591837rep0.txt,6.31286e-6,1.75832e-7,1.44889e-4
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,1,1,1,0.9996,0.37,stressL0.686000A0.014000K0.001000r9.795918rep0.txt,1.03208e-7,2.97309e-7,1.44906e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8921,1,0.8925,1,923.82,stressL0.700000A0.300000K0.001000r0.000000rep0.txt,0.00513928,0.012889,4.9025e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.8721,1,0.8733,1,896.84,stressL0.700000A0.300000K0.001000r0.204082rep0.txt,0.0055011,0.0121936,4.87107e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.8487,1,0.8499,1,868.29,stressL0.700000A0.300000K0.001000r0.408163rep0.txt,0.00584225,0.0112257,4.75852e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.8226,1,0.8209,1,837.56,stressL0.700000A0.300000K0.001000r0.612245rep0.txt,0.00645357,0.0103142,4.73559e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.79990000000000006,1,0.7991,1,805.01,stressL0.700000A0.300000K0.001000r0.816327rep0.txt,0.00692937,0.00927315,4.64128e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.7701,1,0.7708,1,768.38,stressL0.700000A0.300000K0.001000r1.020408rep0.txt,0.00745871,0.00796587,4.48427e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.7351,1,0.7338,1,724.09,stressL0.700000A0.300000K0.001000r1.224490rep0.txt,0.00813694,0.00657981,4.34752e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.6904,1,0.6916,1,660.31,stressL0.700000A0.300000K0.001000r1.428571rep0.txt,0.00879896,0.00468483,4.05096e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.6204,0.8965,0.6204,0.9013,505.75,stressL0.700000A0.300000K0.001000r1.632653rep0.txt,0.00816236,0.00144526,2.93355e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6044,0.603,0.6044,0.6026,0.44,stressL0.700000A0.300000K0.001000r1.836735rep0.txt,0.00444777,1.94893e-5,1.41035e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.700000A0.300000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.6196,0.6196,0.6194,0.6188,0.07,stressL0.700000A0.300000K0.001000r2.040816rep0.txt,0.00424411,1.60062e-6,1.40249e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.6328,0.6364,0.6343,0.6328,0.31,stressL0.700000A0.300000K0.001000r2.244898rep0.txt,0.00406832,1.03767e-5,1.40705e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.6497,0.65,0.65,0.65,0.02,stressL0.700000A0.300000K0.001000r2.448980rep0.txt,0.00390741,1.54662e-7,1.41011e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.6652,0.6648,0.6668,0.6656,0.24,stressL0.700000A0.300000K0.001000r2.653061rep0.txt,0.00374024,9.64766e-6,1.41164e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.6784,0.676,0.6784,0.6768,0.12,stressL0.700000A0.300000K0.001000r2.857143rep0.txt,0.00358655,3.43106e-6,1.4136e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.6904,0.6908,0.6888,0.692,0.35,stressL0.700000A0.300000K0.001000r3.061224rep0.txt,0.00342811,1.47631e-5,1.41356e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7036,0.7028,0.7044,0.7048,0.25,stressL0.700000A0.300000K0.001000r3.265306rep0.txt,0.00328481,1.00824e-5,1.4153e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.719,0.717,0.716,0.7165,0.15,stressL0.700000A0.300000K0.001000r3.469388rep0.txt,0.00314302,4.91189e-6,1.41536e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.728,0.7285,0.726,0.729,0.09,stressL0.700000A0.300000K0.001000r3.673469rep0.txt,0.00301068,2.01692e-6,1.4187e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,0.74,0.74,0.74,0,stressL0.700000A0.300000K0.001000r3.877551rep0.txt,0.00287925,0,1.41895e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.7515,0.7525,0.7525,0.7535,0.29,stressL0.700000A0.300000K0.001000r4.081633rep0.txt,0.00275296,1.16608e-5,1.42357e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.7635,0.764,0.764,0.762,0.31,stressL0.700000A0.300000K0.001000r4.285714rep0.txt,0.00262534,1.00593e-5,1.42378e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.4898,0.7698,0.7752,0.7728,0.771,0.23,stressL0.700000A0.300000K0.001000r4.489796rep0.txt,0.00250263,7.47524e-6,1.42413e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.69388,0.7834,0.7834,0.7858,0.7846,0.18,stressL0.700000A0.300000K0.001000r4.693878rep0.txt,0.00238243,6.70903e-6,1.42505e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.89796,0.7945,0.7945,0.794,0.795,0.21,stressL0.700000A0.300000K0.001000r4.897959rep0.txt,0.00226543,7.34438e-6,1.42683e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.10204,0.806,0.8045,0.806,0.8035,0.17,stressL0.700000A0.300000K0.001000r5.102041rep0.txt,0.00214912,7.06269e-6,1.42661e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.30612,0.813,0.8145,0.8135,0.8155,0.22,stressL0.700000A0.300000K0.001000r5.306122rep0.txt,0.00203827,7.07814e-6,1.42834e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.5102,0.8265,0.8275,0.826,0.8245,0.18,stressL0.700000A0.300000K0.001000r5.510204rep0.txt,0.0019287,7.36299e-6,1.42934e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.71429,0.8365,0.8335,0.837,0.8345,0.18,stressL0.700000A0.300000K0.001000r5.714286rep0.txt,0.00182144,7.90749e-6,1.43041e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.91837,0.844,0.841,0.8435,0.8435,0.24,stressL0.700000A0.300000K0.001000r5.918367rep0.txt,0.00171723,8.70356e-6,1.43226e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.12245,0.8525,0.854,0.8535,0.858,0.25,stressL0.700000A0.300000K0.001000r6.122449rep0.txt,0.00161374,9.72878e-6,1.43309e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.32653,0.8605,0.8635,0.864,0.863,0.28,stressL0.700000A0.300000K0.001000r6.326531rep0.txt,0.00151228,1.09784e-5,1.43402e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.53061,0.8705,0.873,0.87,0.8725,0.3,stressL0.700000A0.300000K0.001000r6.530612rep0.txt,0.00141379,1.24515e-5,1.43613e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.73469,0.88,0.88,0.88,0.88,0,stressL0.700000A0.300000K0.001000r6.734694rep0.txt,0.00131432,0,1.43407e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.93878,0.8896,0.8892,0.8892,0.8888,0.09,stressL0.700000A0.300000K0.001000r6.938776rep0.txt,0.00121522,1.77862e-6,1.43545e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.14286,0.898,0.8984,0.8964,0.8976,0.14,stressL0.700000A0.300000K0.001000r7.142857rep0.txt,0.00112102,4.31446e-6,1.43701e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.34694,0.9044,0.9052,0.9076,0.9056,0.2,stressL0.700000A0.300000K0.001000r7.346939rep0.txt,0.0010283,7.07816e-6,1.43867e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.55102,0.9148,0.9148,0.9128,0.9156,0.24,stressL0.700000A0.300000K0.001000r7.551020rep0.txt,9.36488e-4,1.00559e-5,1.43968e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.7551,0.9224,0.924,0.9224,0.9228,0.29,stressL0.700000A0.300000K0.001000r7.755102rep0.txt,8.46598e-4,1.32499e-5,1.44167e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.95918,0.93,0.93,0.93,0.93,0,stressL0.700000A0.300000K0.001000r7.959184rep0.txt,7.64226e-4,0,1.44038e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.16327,0.9384,0.9384,0.9396,0.9392,0.08,stressL0.700000A0.300000K0.001000r8.163265rep0.txt,6.67415e-4,2.0527e-6,1.44201e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.36735,0.9464,0.9488,0.9468,0.9464,0.16,stressL0.700000A0.300000K0.001000r8.367347rep0.txt,5.81302e-4,5.82878e-6,1.44398e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.57143,0.9544,0.9532,0.9556,0.954,0.24,stressL0.700000A0.300000K0.001000r8.571429rep0.txt,4.95905e-4,9.78225e-6,1.44508e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.77551,0.9632,0.962,0.9632,0.962,0.3,stressL0.700000A0.300000K0.001000r8.775510rep0.txt,4.11592e-4,1.39082e-5,1.44625e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.97959,0.97,0.97,0.97,0.97,0,stressL0.700000A0.300000K0.001000r8.979592rep0.txt,3.26704e-4,0,1.44549e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.18367,0.9784,0.9776,0.9764,0.9772,0.11,stressL0.700000A0.300000K0.001000r9.183673rep0.txt,2.4418e-4,4.36118e-6,1.44695e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.38776,0.9836,0.986,0.9832,0.986,0.24,stressL0.700000A0.300000K0.001000r9.387755rep0.txt,1.63221e-4,8.98873e-6,1.44848e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.9932,0.9924,0.9948,0.9932,0.28,stressL0.700000A0.300000K0.001000r9.591837rep0.txt,8.30931e-5,1.37658e-5,1.44979e-4
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,1,1,1,1,0.02,stressL0.700000A0.300000K0.001000r9.795918rep0.txt,1.61295e-6,3.56821e-7,1.44895e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5267,0.6672,0.5273,0.6653,472.65,stressL0.800000A0.200000K0.001000r0.000000rep0.txt,0.00813665,0.00239723,3.35679e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.5017,0.5913,0.5031,0.5933,304,stressL0.800000A0.200000K0.001000r0.204082rep0.txt,0.00754591,0.00141845,2.94895e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.4758,0.5083,0.4749,0.5083,71.38,stressL0.800000A0.200000K0.001000r0.408163rep0.txt,0.0060653,4.24215e-4,2.21885e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.476,0.4758,0.4748,0.474,0.41,stressL0.800000A0.200000K0.001000r0.612245rep0.txt,0.0039106,1.29031e-5,1.41537e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.501,0.5025,0.5028,0.5028,0.38,stressL0.800000A0.200000K0.001000r0.816327rep0.txt,0.00370336,1.59448e-5,1.41691e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.5267,0.5246,0.5252,0.5261,0.26,stressL0.800000A0.200000K0.001000r1.020408rep0.txt,0.00351319,8.47301e-6,1.41333e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.5472,0.5468,0.5472,0.5472,0.14,stressL0.800000A0.200000K0.001000r1.224490rep0.txt,0.0033508,4.27166e-6,1.41424e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.5672,0.5664,0.5684,0.5676,0.14,stressL0.800000A0.200000K0.001000r1.428571rep0.txt,0.00319841,4.60476e-6,1.41467e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.5855,0.5855,0.585,0.585,0.17,stressL0.800000A0.200000K0.001000r1.632653rep0.txt,0.00306745,6.03011e-6,1.41955e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6015,0.6045,0.6015,0.604,0.25,stressL0.800000A0.200000K0.001000r1.836735rep0.txt,0.00293463,9.78575e-6,1.42e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.800000A0.200000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.62,0.619,0.6195,0.62,0.04,stressL0.800000A0.200000K0.001000r2.040816rep0.txt,0.00280714,7.99627e-7,1.4191e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.6382,0.637,0.6352,0.6382,0.16,stressL0.800000A0.200000K0.001000r2.244898rep0.txt,0.00269276,6.03352e-6,1.42113e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,0.65,0.6494,0.6494,0.02,stressL0.800000A0.200000K0.001000r2.448980rep0.txt,0.00257532,8.90914e-8,1.41979e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.6622,0.6622,0.6646,0.6664,0.16,stressL0.800000A0.200000K0.001000r2.653061rep0.txt,0.00247523,7.0408e-6,1.42399e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.677,0.6788,0.68,0.6764,0.08,stressL0.800000A0.200000K0.001000r2.857143rep0.txt,0.00236779,2.48951e-6,1.42281e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,0.69,0.69,0.69,0,stressL0.800000A0.200000K0.001000r3.061224rep0.txt,0.00227884,0,1.42464e-4
0.8,0.2,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7023,0.7058,0.7009,0.7037,0.17,stressL0.800000A0.200000K0.001000r3.265306rep0.txt,0.00217666,6.32775e-6,1.42592e-4
